user_id,month,limit,spent,category_id
1,2025-10,2853104,2144581.58,2
1,2025-10,3951132,2444435.62,3
1,2025-10,3427184,3587850.37,4
1,2025-10,4883746,3738296.02,5
1,2025-10,3274310,3023833.87,6
1,2025-10,1445943,978245.51,7
1,2025-10,18675914,0.0,8
1,2025-10,8935859,0.0,9
1,2025-10,2522988,1549062.89,10
1,2025-10,13361130,0.0,11
1,2025-10,4296610,3587147.84,12
2,2024-11,1849904,1296228.9,1
2,2024-11,1213707,980085.18,2
2,2024-11,2659178,1791454.66,3
2,2024-11,2628191,2658286.97,4
2,2024-11,2301795,1447160.03,5
2,2024-11,4749108,4164789.24,6
2,2024-11,3447076,3188173.59,7
2,2024-11,16815945,0.0,8
2,2024-11,8655319,0.0,9
2,2024-11,2049668,1275870.56,10
2,2024-11,18715166,0.0,11
2,2024-11,1330611,1012587.9,12
2,2024-12,4411169,3290165.0,1
2,2024-12,350915,219542.42,2
2,2024-12,2810748,1877360.91,3
2,2024-12,2013300,1561935.91,4
2,2024-12,1542838,1132184.93,5
2,2024-12,429005,284464.67,6
2,2024-12,915619,971257.81,7
2,2024-12,16587868,0.0,8
2,2024-12,5162802,0.0,9
2,2024-12,1468111,1038085.36,10
2,2024-12,13135038,0.0,11
2,2024-12,1551023,1005005.83,12
2,2025-01,732993,514405.2,1
2,2025-01,4959688,3357971.91,2
2,2025-01,1237551,782281.36,3
2,2025-01,2992070,2100541.06,4
2,2025-01,3363935,2229134.96,5
2,2025-01,3776366,3202892.34,6
2,2025-01,1701129,1299689.79,7
2,2025-01,14307152,0.0,8
2,2025-01,8255165,0.0,9
2,2025-01,2138901,1609150.52,10
2,2025-01,8605507,0.0,11
2,2025-01,2869002,2171552.09,12
2,2025-02,1614157,1425785.0,1
2,2025-02,3384903,2767836.2,2
2,2025-02,1782254,1663856.11,3
2,2025-02,1294054,1188047.0,4
2,2025-02,700736,707949.17,5
2,2025-02,2836788,2983046.06,6
2,2025-02,1458204,1286591.0,7
2,2025-02,14023655,0.0,8
2,2025-02,8428617,0.0,9
2,2025-02,4292446,3662406.62,10
2,2025-02,12825977,0.0,11
2,2025-02,1275511,1018138.88,12
2,2025-03,2996076,2472874.51,1
2,2025-03,1301789,1008656.0,2
2,2025-03,1250590,1142874.33,3
2,2025-03,3140284,2046934.04,4
2,2025-03,456674,421069.38,5
2,2025-03,2488164,1591836.28,6
2,2025-03,2910557,2746264.81,7
2,2025-03,19801205,0.0,8
2,2025-03,17813098,0.0,9
2,2025-03,2734552,2074033.19,10
2,2025-03,5076616,0.0,11
2,2025-03,4103773,3521561.55,12
2,2025-04,896017,862122.87,1
2,2025-04,2069717,1860487.87,2
2,2025-04,3138794,2909152.24,3
2,2025-04,4764213,4558892.02,4
2,2025-04,3266549,3409458.97,5
2,2025-04,3097620,3272390.14,6
2,2025-04,2414099,1683695.96,7
2,2025-04,17409869,0.0,8
2,2025-04,7011874,0.0,9
2,2025-04,1329536,1423916.18,10
2,2025-04,16893564,0.0,11
2,2025-04,1859615,1661829.13,12
2,2025-05,731171,709405.67,1
2,2025-05,2898760,2997217.17,2
2,2025-05,1144941,769402.18,3
2,2025-05,2097335,1592349.4,4
2,2025-05,4603079,3759721.19,5
2,2025-05,1820081,1452985.05,6
2,2025-05,1314401,974512.81,7
2,2025-05,17687972,0.0,8
2,2025-05,18332867,0.0,9
2,2025-05,1876482,2046619.34,10
2,2025-05,8217489,0.0,11
2,2025-05,793750,649569.68,12
2,2025-06,1382645,1269824.82,1
2,2025-06,1500301,987728.41,2
2,2025-06,3821380,3727320.91,3
2,2025-06,3916107,3280947.81,4
2,2025-06,1355797,1353500.47,5
2,2025-06,2770932,1884181.57,6
2,2025-06,3418489,2509047.73,7
2,2025-06,16370100,0.0,8
2,2025-06,15019491,0.0,9
2,2025-06,4730730,4196781.26,10
2,2025-06,10967692,0.0,11
2,2025-06,2873828,2073033.61,12
2,2025-07,3991774,2967404.82,1
2,2025-07,2247760,2343110.88,2
2,2025-07,4029468,4021801.25,3
2,2025-07,2366463,2212675.17,4
2,2025-07,1652413,1794612.41,5
2,2025-07,633892,654400.98,6
2,2025-07,2455524,1521632.66,7
2,2025-07,15778162,0.0,8
2,2025-07,8543718,0.0,9
2,2025-07,2817283,2274758.01,10
2,2025-07,7330499,0.0,11
2,2025-07,569503,428814.71,12
2,2025-08,2552908,2570764.15,1
2,2025-08,3008818,2337584.39,2
2,2025-08,1218918,1200878.59,3
2,2025-08,4454214,3823034.11,4
2,2025-08,1624073,1366919.44,5
2,2025-08,3860285,2488734.96,6
2,2025-08,3864799,3624915.11,7
2,2025-08,13707646,0.0,8
2,2025-08,14892071,0.0,9
2,2025-08,1251300,1173464.87,10
2,2025-08,11895494,0.0,11
2,2025-08,4991455,4439190.36,12
2,2025-09,1853169,1446662.0,1
2,2025-09,4110703,2927995.53,2
2,2025-09,3227654,3029395.72,3
2,2025-09,369881,317271.0,4
2,2025-09,1117819,1176859.77,5
2,2025-09,1509346,1422240.54,6
2,2025-09,3587007,3415529.26,7
2,2025-09,15274546,0.0,8
2,2025-09,18057549,0.0,9
2,2025-09,3456728,3200565.09,10
2,2025-09,12312310,0.0,11
2,2025-09,3992459,3380476.15,12
2,2025-10,4601874,3243269.62,1
2,2025-10,665243,581441.47,2
2,2025-10,2282663,1965409.46,3
2,2025-10,731606,607559.34,4
2,2025-10,628320,411485.05,5
2,2025-10,2231125,1415360.24,6
2,2025-10,2473978,1894298.54,7
2,2025-10,19997510,0.0,8
2,2025-10,12878823,0.0,9
2,2025-10,4278788,2661003.41,10
2,2025-10,10886258,0.0,11
2,2025-10,4225268,4054075.53,12
