user_id,month,limit,spent,category_id
1,2025-03,11911755.14,10557215.64,12
1,2025-04,10356629.5,8977558.32,1
1,2025-04,11241193.84,9643207.05,2
1,2025-04,11098397.39,9545668.18,3
1,2025-04,16190445.47,14228980.33,4
1,2025-04,8280133.53,9685368.56,5
1,2025-04,10388439.41,9081313.53,6
1,2025-04,9019986.02,8547152.74,7
1,2025-04,12184787.0,0.0,8
1,2025-04,19093366.0,0.0,9
1,2025-04,7782349.13,6851706.42,10
1,2025-04,9500562.0,0.0,11
1,2025-04,9881042.98,8186578.8,12
1,2025-05,9029243.29,8209711.95,1
1,2025-05,8989380.94,8412279.41,2
1,2025-05,17177552.05,14326116.77,3
1,2025-05,9157932.12,8434445.85,4
1,2025-05,17144422.86,13769727.11,5
1,2025-05,11044432.48,9640486.43,6
1,2025-05,9082739.82,8496414.58,7
1,2025-05,19544003.0,0.0,8
1,2025-05,15849397.0,0.0,9
1,2025-05,8230704.66,8827841.82,10
1,2025-05,18741656.0,0.0,11
1,2025-05,11692195.8,10771915.3,12
1,2025-06,10440100.24,9242503.26,1
1,2025-06,14060878.63,11914313.91,2
1,2025-06,7394382.65,8074183.07,3
1,2025-06,7848056.61,6883078.21,4
1,2025-06,11832713.95,10080170.45,5
1,2025-06,9752550.22,10585073.76,6
1,2025-06,6050908.2,7090867.13,7
1,2025-06,15234789.0,0.0,8
1,2025-06,13868687.0,0.0,9
1,2025-06,8756268.77,9948232.16,10
1,2025-06,9738604.0,0.0,11
1,2025-06,10121734.26,11384523.72,12
1,2025-07,13797490.59,12122352.36,1
1,2025-07,12704208.68,11384870.83,2
1,2025-07,11277618.06,9804939.94,3
1,2025-07,9464672.08,8035262.47,4
1,2025-07,9583597.25,7945892.03,5
1,2025-07,9736893.55,10891096.290000001,6
1,2025-07,10412970.22,9239586.3,7
1,2025-07,9629950.0,0.0,8
1,2025-07,19411464.0,0.0,9
1,2025-07,15925320.6,12764986.92,10
1,2025-07,5575557.0,0.0,11
1,2025-07,12447460.4,11108769.12,12
1,2025-08,9446284.75,7949541.18,1
1,2025-08,15777485.49,12772489.65,2
1,2025-08,11459823.93,9799734.85,3
1,2025-08,9693530.49,8795531.28,4
1,2025-08,10853930.31,10031918.549999999,5
1,2025-08,13023921.51,11393867.18,6
1,2025-08,10922736.15,10200694.2,7
1,2025-08,16717664.0,0.0,8
1,2025-08,13853543.0,0.0,9
1,2025-08,11859059.44,9658634.81,10
1,2025-08,9354793.0,0.0,11
1,2025-08,10061545.26,10894679.94,12
1,2025-09,13984718.06,12353400.55,1
1,2025-09,10196909.19,8762843.28,2
1,2025-09,11518269.67,13074155.09,3
1,2025-09,7754077.22,8604073.07,4
1,2025-09,10886092.41,9183222.82,5
1,2025-09,11764216.0,12875228.62,6
1,2025-09,11063717.23,9328404.44,7
1,2025-09,19299900.0,0.0,8
1,2025-09,18569795.0,0.0,9
1,2025-09,10312967.16,11149829.62,10
1,2025-09,10548394.0,0.0,11
1,2025-09,13245325.22,12510819.72,12
1,2025-10,11472919.77,9900643.52,1
1,2025-10,10986304.54,11727226.68,2
1,2025-10,8166060.97,7304285.96,3
1,2025-10,11252632.12,11851723.0,4
1,2025-10,11154658.0,10502429.92,5
1,2025-10,8918461.74,8131870.02,6
1,2025-10,13513770.79,12366073.43,7
1,2025-10,15410417.0,0.0,8
1,2025-10,10871015.0,0.0,9
1,2025-10,17554342.05,14330541.32,10
1,2025-10,18210448.0,0.0,11
1,2025-10,8535616.12,7362692.38,12
